Job Title,Company,Location,Salary,Date Posted,Closing Date,Job URL,Job ID,Date Scraped,Source Website
IT Administrator,Vallé Advenature Park,Savanne,Negotiable, 16/06/2025, 16/07/2025,https://www.myjob.mu/Jobs/IT-Administrator-193533.aspx,193533,10/07/2025 18:28,myjob.mu
Technicien Exploitation - Informatique Interne,Infomil (Mauritius) Ltd,Moka,Negotiable, 10/06/2025, 10/07/2025,https://www.myjob.mu/Jobs/Technicien-Exploitation-Informatique-Interne-193221.aspx,193221,10/07/2025 18:28,myjob.mu
Junior IT Finance and Project Governance Analyst,Aspen Global Incorporated Mauritius,Riviere du Rempart,Negotiable, 16/06/2025, 16/07/2025,https://www.myjob.mu/Jobs/Junior-IT-Finance-and-Project-193528.aspx,193528,10/07/2025 18:28,myjob.mu
Technicien(ne) Hardware & Software,Inopos Ltd,Plaine Wilhems,"31,000 - 40,000", 23/04/2025, 25/07/2025,https://www.myjob.mu/Jobs/Technicien-ne-Hardware-Software-190469.aspx,190469,10/07/2025 18:28,myjob.mu
G​r​a​p​h​i​s​t​e​,SEDECO LTD,Port Louis,"21,000 - 30,000", 16/06/2025, 16/07/2025,https://www.myjob.mu/Jobs/Graphiste-193527.aspx,193527,10/07/2025 18:28,myjob.mu
Business Application Specialist,Rey & Lenferna Ltd,Port Louis,Negotiable, 16/06/2025, 16/07/2025,https://www.myjob.mu/Jobs/Business-Application-Specialist-193523.aspx,193523,10/07/2025 18:28,myjob.mu
Data Engineer,Techfindr LTD,Plaine Wilhems,Negotiable, 16/06/2025, 16/07/2025,https://www.myjob.mu/Jobs/Data-Engineer-193510.aspx,193510,10/07/2025 18:28,myjob.mu
Infrastructure & System Support Analyst M/F,IQera,Port Louis,Negotiable, 16/06/2025, 16/07/2025,https://www.myjob.mu/Jobs/Infrastructure-System-Support-Analyst-M-193507.aspx,193507,10/07/2025 18:28,myjob.mu
Marketing Assistant,Hidden Company,Port Louis,Negotiable, 16/06/2025, 16/07/2025,https://www.myjob.mu/Jobs/Marketing-Assistant-193504.aspx,193504,10/07/2025 18:28,myjob.mu
Analyst (ERP),Eclosia Technology Services,Moka,Not disclosed, 16/06/2025, 16/07/2025,https://www.myjob.mu/Jobs/Analyst-ERP-193466.aspx,193466,10/07/2025 18:28,myjob.mu
Junior Frontend Developer,NATEC MEDICAL Ltd,Plaine Wilhems,Negotiable, 16/06/2025, 16/07/2025,https://www.myjob.mu/Jobs/Junior-Frontend-Developer-193462.aspx,193462,10/07/2025 18:28,myjob.mu
Computer Technician,Cytech Systems Ltd,Plaine Wilhems,Negotiable, 15/06/2025, 15/07/2025,https://www.myjob.mu/Jobs/Computer-Technician-193435.aspx,193435,10/07/2025 18:28,myjob.mu
Computer Repair Technician,TheBrandHouse Ltd,Pamplemousses,Negotiable, 13/06/2025, 13/07/2025,https://www.myjob.mu/Jobs/Computer-Repair-Technician-193396.aspx,193396,10/07/2025 18:28,myjob.mu
IT Graduates,BDO IT CONSULTING LTD,Port Louis,Not disclosed, 13/06/2025, 13/07/2025,https://www.myjob.mu/Jobs/IT-Graduates-193380.aspx,193380,10/07/2025 18:28,myjob.mu
Junior Software Test Engineer - Adriatics,SD Worx (Mauritius) Limited,Plaine Wilhems,Not disclosed, 12/06/2025, 11/08/2025,https://www.myjob.mu/Jobs/Junior-Software-Test-Engineer-Adriatics-193367.aspx,193367,10/07/2025 18:28,myjob.mu
Software Test Engineer - Adriatics,SD Worx (Mauritius) Limited,Plaine Wilhems,Not disclosed, 12/06/2025, 11/08/2025,https://www.myjob.mu/Jobs/Software-Test-Engineer-Adriatics-193350.aspx,193350,10/07/2025 18:28,myjob.mu
Accounts Manager (2523-ACMGR),Alentaris Recruitment Ltd,Plaine Wilhems,Negotiable, 12/06/2025, 12/07/2025,https://www.myjob.mu/Jobs/Accounts-Manager-2523-ACMGR-193295.aspx,193295,10/07/2025 18:28,myjob.mu
PHP Web developer,EPICONCEPT Océan Indien,Plaine Wilhems,Negotiable, 12/06/2025, 12/07/2025,https://www.myjob.mu/Jobs/PHP-Web-developer-193294.aspx,193294,10/07/2025 18:28,myjob.mu
Senior Software Test Engineer - Adriatics,SD Worx (Mauritius) Limited,Plaine Wilhems,Not disclosed, 12/06/2025, 11/08/2025,https://www.myjob.mu/Jobs/Senior-Software-Test-Engineer-Adriatics-193293.aspx,193293,10/07/2025 18:28,myjob.mu
Commercial et Relations Clients - German,CELESTE,Plaine Wilhems,Not disclosed, 12/06/2025, 12/07/2025,https://www.myjob.mu/Jobs/Commercial-et-Relations-Clients-German-193292.aspx,193292,10/07/2025 18:28,myjob.mu
Software Quality Assurance Lead H/F,Infomil (Mauritius) Ltd,Moka,Not disclosed, 10/06/2025, 10/07/2025,https://www.myjob.mu/Jobs/Software-Quality-Assurance-Lead-H-193223.aspx,193223,10/07/2025 18:28,myjob.mu
Senior Software Engineer H/F,Infomil (Mauritius) Ltd,Plaine Wilhems,Not disclosed, 10/06/2025, 10/07/2025,https://www.myjob.mu/Jobs/Senior-Software-Engineer-H-F-193222.aspx,193222,10/07/2025 18:28,myjob.mu
Senior Back End Engineer,PGD Mauritius,Plaine Wilhems,Not disclosed, 11/06/2025, 11/07/2025,https://www.myjob.mu/Jobs/Senior-Back-End-Engineer-193280.aspx,193280,10/07/2025 18:28,myjob.mu
Technical Customer Success Manager,Parallels (Mauritius) Limited,Moka,Not disclosed, 11/06/2025, 11/07/2025,https://www.myjob.mu/Jobs/Technical-Customer-Success-Manager-193273.aspx,193273,10/07/2025 18:28,myjob.mu
INTERNSHIP DIGITAL MARKETING,Hidden Company,Plaine Wilhems,Not disclosed, 11/06/2025, 11/07/2025,https://www.myjob.mu/Jobs/INTERNSHIP-DIGITAL-MARKETING-193261.aspx,193261,10/07/2025 18:28,myjob.mu
Senior PHP Full Stack Developer,Techfindr LTD,Plaine Wilhems,Negotiable, 10/06/2025, 10/07/2025,https://www.myjob.mu/Jobs/Senior-PHP-Full-Stack-Developer-193238.aspx,193238,10/07/2025 18:28,myjob.mu
Senior Network Engineer,SD Worx (Mauritius) Limited,Plaine Wilhems,Negotiable, 10/06/2025, 11/07/2025,https://www.myjob.mu/Jobs/Senior-Network-Engineer-193230.aspx,193230,10/07/2025 18:28,myjob.mu
Learning Services Operations Analyst I,DAYFORCE,Plaine Wilhems,Negotiable, 10/06/2025, 10/07/2025,https://www.myjob.mu/Jobs/Learning-Services-Operations-Analyst-I-193229.aspx,193229,10/07/2025 18:28,myjob.mu
Responsable Helpdesk,IQera,Port Louis,Not disclosed, 10/06/2025, 10/07/2025,https://www.myjob.mu/Jobs/Responsable-Helpdesk-193226.aspx,193226,10/07/2025 18:28,myjob.mu
SQL Database Administrator,Binary Technology Holdings,Mauritius,Negotiable, 10/06/2025, 10/07/2025,https://www.myjob.mu/Jobs/SQL-Database-Administrator-193209.aspx,193209,10/07/2025 18:28,myjob.mu
Technicien Support Informatique,Infomil (Mauritius) Ltd,Moka,Negotiable, 10/06/2025, 10/07/2025,https://www.myjob.mu/Jobs/Technicien-Support-Informatique-193207.aspx,193207,10/07/2025 18:28,myjob.mu
Telecom Engineer,Movate (Mauritius) Ltd,Plaine Wilhems,Negotiable, 10/06/2025, 10/07/2025,https://www.myjob.mu/Jobs/Telecom-Engineer-193194.aspx,193194,10/07/2025 18:28,myjob.mu
Business Analyst – Airline Analytics,Maureva Ltd,Plaine Wilhems,Not disclosed, 10/06/2025, 10/07/2025,https://www.myjob.mu/Jobs/Business-Analyst-Airline-Analytics-193185.aspx,193185,10/07/2025 18:28,myjob.mu
Back End Software Engineer (DE),SD Worx (Mauritius) Limited,Plaine Wilhems,Negotiable, 04/06/2025, 03/08/2025,https://www.myjob.mu/Jobs/Back-End-Software-Engineer-DE-192855.aspx,192855,10/07/2025 18:28,myjob.mu
Consultant Intégration et Support,SD Worx (Mauritius) Limited,Plaine Wilhems,Negotiable, 04/06/2025, 03/08/2025,https://www.myjob.mu/Jobs/Consultant-Integration-et-Support-192852.aspx,192852,10/07/2025 18:28,myjob.mu
Security Compliance Lead,SD Worx (Mauritius) Limited,Plaine Wilhems,Negotiable, 19/05/2025, 18/07/2025,https://www.myjob.mu/Jobs/Security-Compliance-Lead-191877.aspx,191877,10/07/2025 18:28,myjob.mu
Security Analyst / Engineer,SD Worx (Mauritius) Limited,Plaine Wilhems,Negotiable, 19/05/2025, 18/07/2025,https://www.myjob.mu/Jobs/Security-Analyst-Engineer-191873.aspx,191873,10/07/2025 18:28,myjob.mu
Experienced Power Platform AI Developer,SD Worx (Mauritius) Limited,Plaine Wilhems,Negotiable, 12/05/2025, 11/07/2025,https://www.myjob.mu/Jobs/Experienced-Power-Platform-AI-Developer-191436.aspx,191436,10/07/2025 18:28,myjob.mu
IAM Engineer,SD Worx (Mauritius) Limited,Plaine Wilhems,Negotiable, 12/05/2025, 11/07/2025,https://www.myjob.mu/Jobs/IAM-Engineer-191435.aspx,191435,10/07/2025 18:28,myjob.mu
